"CNN","Corridor","Limits","CNNRightLeft","BlockSide","FullName","WeekDay","FromHour","ToHour","Week1","Week2","Week3","Week4","Week5","Holidays","BlockSweepID","Line"
"302000","05th St","Harrison St  -  Perry St","R","SouthWest","Friday","Fri","0","2","1","1","1","1","1","0","1628991","LINESTRING (-122.401843273127 37.779032133266, -122.401312101365 37.778608332929)"
"9974000","Ordway St","Brussels St  -  Goettingen St","L","South","Wednesday","Wed","12","15","1","1","1","1","1","0","1603828","LINESTRING (-122.402584599309 37.719922774159, -122.403569267103 37.719663856172)"
"8240000","Leavenworth St","Turk St  -  Eddy St","R","East","Thursday","Thu","6","8","1","1","1","1","1","0","1616854","LINESTRING (-122.414053764894 37.782794446306, -122.414241572962 37.78372378285)"
"10995000","Rhode Island St","16th St  -  17th St","L","East","Monday","Mon","0","6","1","1","1","1","1","0","1605079","LINESTRING (-122.402684957151 37.766074607885, -122.40256339695 37.7647810343)"
"13109000","Vallejo St","Van Ness Ave  -  Franklin St","R","North","Tue 1st & 3rd","Tues","8","10","1","0","1","0","0","0","1628437","LINESTRING (-122.423601297056 37.796691058587, -122.425249874367 37.796481303236)"
"586000","14th St","Woodward St  -  Julian Ave","L","South","Monday","Mon","6","8","1","1","1","1","1","0","1646755","LINESTRING (-122.420776614869 37.768225625631, -122.421209882911 37.768199452127)"
"856000","18th St","Missouri St  -  Connecticut St","L","South","Monday","Mon","8","10","1","1","1","1","1","0","1646352","LINESTRING (-122.396526825455 37.762579648866, -122.397494997912 37.762521203484)"
"10408000","Phelps St","Williams Ave  -  Bancroft Ave","R","NorthWest","Thursday","Thu","12","14","1","1","1","1","1","0","1604160","LINESTRING (-122.399866974057 37.730291928958, -122.400273685888 37.729838146984)"
"11452000","San Jose Ave","Havelock St  -  Santa Ynez Ave","R","NorthWest","Wed 1st & 3rd","Wed","8","10","1","0","1","0","0","0","1605315","LINESTRING (-122.441581917231 37.726758875179, -122.442387190636 37.72579268517)"
"10126000","Pacific Ave","Beckett St  -  Grant Ave","L","South","Thursday","Thu","2","6","1","1","1","1","1","0","1603942","LINESTRING (-122.406526941444 37.796943879108, -122.406827677878 37.796901905855)"
"454000","09th St","Folsom St  -  Ringold St","L","NorthEast","Friday","Fri","2","6","1","1","1","1","1","0","1642742","LINESTRING (-122.411610116815 37.773769346091, -122.411071360372 37.7733326253)"
"1880000","39th Ave","Ulloa St  -  Vicente St","L","East","Fri 2nd & 4th","Fri","12","14","0","1","0","1","0","0","1641704","LINESTRING (-122.496984891208 37.740238316698, -122.496854770855 37.738379498279)"
"9159000","Mission St","Cotter St  -  Francis St","R","NorthWest","Monday","Mon","5","7","1","1","1","1","1","0","1626271","LINESTRING (-122.432911793243 37.727177551268, -122.433357449495 37.726588202549)"
"5067000","Eddy St","Franklin St  -  Gough St","R","North","Thursday","Thu","8","10","1","1","1","1","1","0","1610065","LINESTRING (-122.422463744095 37.78268536887, -122.422597535153 37.782659914444, -122.42410820084 37.782477051476)"
"7781000","Keith St","Newcomb Ave  -  Oakdale Ave","R","NorthWest","Thursday","Thu","8","10","1","1","1","1","1","0","1638727","LINESTRING (-122.386045540694 37.733103479101, -122.38661870325 37.732466390745)"
"2468000","Cesar Chavez St","03rd St  -  Tennessee St","L","South","Tuesday","Tues","0","6","1","1","1","1","1","0","1636884","LINESTRING (-122.387585270171 37.750263377895, -122.388507729452 37.750205975381)"
"8754201","Market St","Polk St  -  Van Ness Ave","L","SouthEast","Monday","Mon","2","6","1","1","1","1","1","0","1642368","LINESTRING (-122.417501462483 37.776540893509, -122.417628887699 37.776493784437, -122.419167736489 37.775278062454, -122.419255606289 37.775147074542)"
"6597000","Guy Pl","01st St  -  Lansing St","L","East","Tuesday","Tues","0","2","1","1","1","1","1","0","1622443","LINESTRING (-122.39392094196 37.786851766704, -122.394631821493 37.786289762707, -122.394704053396 37.786213914896, -122.394721419615 37.786119846524, -122.394704672959 37.786025711037, -122.394632943318 37.785949568082, -122.394370536557 37.785740422166)"
"8421000","Locust St","Pacific Ave  -  Jackson St","R","West","Mon 1st & 3rd","Mon","9","11","1","0","1","0","0","0","1617010","LINESTRING (-122.452619981456 37.790880367114, -122.452480314321 37.790189080999)"
"437000","09th Ave","Noriega St  -  Ortega St","R","West","Fri 1st & 3rd","Fri","8","10","1","0","1","0","0","0","1607213","LINESTRING (-122.46566209226 37.754709281005, -122.465533177921 37.752851071435)"
"6526000","Greenwood Ave","Hazelwood Ave  -  Valdez Ave","R","North","Thu 2nd & 4th","Thu","13","15","0","1","0","1","0","0","1611810","LINESTRING (-122.453995869107 37.72880321549, -122.454207035921 37.728787270824, -122.454561980837 37.728781382589, -122.454783674168 37.728809595789)"
"6082101","Geary Blvd","25th Ave  -  26th Ave","L","South","Fri 2nd, 4th, 5th","Fri","7","8","0","1","0","1","1","0","1644406","LINESTRING (-122.484732261186 37.780092582495, -122.484860583521 37.780013321064, -122.485678069559 37.779977236103, -122.485807575664 37.780037953227)"
"10607000","Porter St","Crescent Ave  -  Benton Ave","L","East","Fri 2nd & 4th","Fri","8","10","0","1","0","1","0","0","1609722","LINESTRING (-122.418099243813 37.734952015623, -122.418190982821 37.733984236636)"
"4803101","Divisadero St","Hayes St  -  Grove St","L","West","Monday","Mon","6","8","1","1","1","1","1","0","1615281","LINESTRING (-122.437798747067 37.774991947847, -122.437867037098 37.775064840939, -122.438028083757 37.775845795968, -122.437989848202 37.775925405585)"
"3668000","Capitol Ave","Grafton Ave  -  Holloway Ave","L","West","Mon 1st & 3rd","Mon","12","14","1","0","1","0","0","0","1602522","LINESTRING (-122.459198436781 37.720024128573, -122.459204214478 37.72183749185)"
"5723101","Font Blvd","Arballo Dr  -  Lake Merced Blvd","L","SouthWest","Wed 1st, 3rd, 5th","Wed","6","7","1","0","1","0","1","0","1645845","LINESTRING (-122.482305621001 37.721784686708, -122.482501087176 37.721857620717, -122.482568526541 37.721947706535, -122.483430538527 37.72269197878, -122.483680818177 37.722746800048, -122.483754048767 37.722927119276, -122.484902260999 37.723921358869, -122.485075178289 37.723999726963)"
"3928000","Chenery St","Thor Ave  -  Brompton Ave","R","North","Fri 2nd & 4th","Fri","10","12","0","1","0","1","0","0","1636946","LINESTRING (-122.434303540251 37.734528942277, -122.434714697995 37.734617323775)"
"13385000","Walnut St","Sacramento St  -  California St","R","West","Mon 1st & 3rd","Mon","9","11","1","0","1","0","0","0","1598763","LINESTRING (-122.448656220714 37.787977164768, -122.448468375233 37.787049382718)"
"2679000","Balboa St","34th Ave  -  35th Ave","R","North","Thu 1st, 3rd, 5th","Thu","7","8","1","0","1","0","1","0","1607007","LINESTRING (-122.494103979353 37.775862147375, -122.495174853276 37.775813278648)"
"6648000","Hampshire St","Hampshire St  -  17th St","L","East","Wednesday","Wed","0","6","1","1","1","1","1","0","1634467","LINESTRING (-122.408525198714 37.765517456408, -122.408423987686 37.764427172097)"
"12757000","Turquoise Way","Quartz Way  -  Amber Dr","R","South","Thu 2nd & 4th","Thu","9","11","0","1","0","1","0","0","1639782","LINESTRING (-122.446336156838 37.745459613599, -122.446179278586 37.745314445507, -122.446026024183 37.745133751612, -122.445865862478 37.744805312924, -122.445784630399 37.74465247054, -122.44573328875 37.744417235994, -122.445678836821 37.744138779186, -122.445589756534 37.743905524908, -122.445410797945 37.74376631134, -122.445214375756 37.743687883313, -122.444657565346 37.74352768189, -122.444359961112 37.743369250845, -122.444148461388 37.743297119296, -122.443900923712 37.743304228047, -122.443742585958 37.743370362058, -122.442893297153 37.743843325023, -122.442741340267 37.743994868652, -122.442643621052 37.744193095176, -122.442629387717 37.744348145682)"
"5265000","Estero Ave","Junipero Serra Blvd  -  Junipero Serra Blvd","L","South","Fri 1st & 3rd","Fri","11","13","1","0","1","0","0","0","1610239","LINESTRING (-122.471869795964 37.723743527512, -122.472125107252 37.723754112077)"
"6365000","Grafton Ave","Ashton Ave  -  Orizaba Ave","R","North","Fri 1st & 3rd","Fri","9","11","1","0","1","0","0","0","1611737","LINESTRING (-122.462254399403 37.720008573082, -122.462662916825 37.720003745474)"
"8785000","Martha Ave","Start: 01-34 Block  -  Baden St","L","SouthWest","Thu 2nd & 4th","Thu","11","13","0","1","0","1","0","0","1640980","LINESTRING (-122.43905085277 37.733770492344, -122.439758331868 37.734027776752)"
"7150000","Hyde St","Bergen Pl  -  North Point St","R","East","Mon 1st & 3rd","Mon","8","10","1","0","1","0","0","0","1643371","LINESTRING (-122.42026978372 37.805236764111, -122.420369046611 37.805720256366)"
"6741000","Harrison St","14th St  -  Alameda St","L","East","Thursday","Thu","0","6","1","1","1","1","1","0","1608925","LINESTRING (-122.413396248176 37.768671224129, -122.413341003843 37.76802282249)"
"4394000","Corbett Ave","Golding Ln  -  Portola Dr","R","West","Friday","Fri","9","11","1","1","1","1","1","0","1637425","LINESTRING (-122.443547577178 37.751799356054, -122.44369278468 37.75156602437, -122.443897973466 37.751152246306, -122.4440174108 37.750838584586, -122.444070511796 37.750658671963, -122.443968726532 37.750458967197)"
"9527000","Nebraska St","Powhattan Ave  -  Cortland Ave","L","East","Tuesday","Tues","12","14","1","1","1","1","1","0","1600296","LINESTRING (-122.410365343472 37.741361753938, -122.410506541253 37.739778789659)"
"10895000","Ralston St","Sargent St  -  Shields St","R","East","Thu 1st & 3rd","Thu","13","15","1","0","1","0","0","0","1642892","LINESTRING (-122.468918990354 37.716098256098, -122.468941137089 37.717894144573)"
"12057000","Spruce St","Pacific Ave  -  Jackson St","L","East","Wed 1st & 3rd","Wed","8","10","1","0","1","0","0","0","1632509","LINESTRING (-122.454242761494 37.790561593504, -122.454120908995 37.789980318524)"
"424000","09th Ave","California St  -  Clement St","L","East","Thu 1st & 3rd","Thu","7","9","1","0","1","0","0","0","1606970","LINESTRING (-122.467764264349 37.784668628489, -122.467629100629 37.782802249645)"
"5916000","Fulton St","10th Ave  -  11th Ave","R","North","Mon 2nd & 4th","Mon","10","12","0","1","0","1","0","0","1644368","LINESTRING (-122.468023916581 37.773303833536, -122.469092496323 37.773256712546)"
"3048000","Bowdoin St","Olmstead St  -  Mansell St","R","West","Friday","Fri","12","15","1","1","1","1","1","0","1642138","LINESTRING (-122.408524067464 37.721026745518, -122.407976926952 37.719736001668)"
"8744202","Market St","Geary St  -  03rd St","R","NorthWest","Thursday","Thu","5","6","1","1","1","1","1","0","1640497","LINESTRING (-122.402914480509 37.788111582733, -122.403403113389 37.787725286927, -122.403430800691 37.787641848946)"
"12404000","Taraval St","28th Ave  -  29th Ave","L","South","Thu 1st, 3rd, 5th","Thu","7","8","1","0","1","0","1","0","1639269","LINESTRING (-122.485335463334 37.742625972762, -122.486407891382 37.742578798988)"
"4214000","Clipper St","Noe St  -  Castro St","R","North","Wed 2nd & 4th","Wed","6","8","0","1","0","1","0","0","1637159","LINESTRING (-122.43163957962 37.74902821468, -122.433851103483 37.748895971959)"
"12085000","Stanyan St","Hayes St  -  Fell St","L","East","Thursday","Thu","6","8","1","1","1","1","1","0","1632522","LINESTRING (-122.454285117083 37.772895177828, -122.454083217588 37.771930404305)"
"10090000","Pacheco St","15th Ave  -  16th Ave","L","South","Wed 1st & 3rd","Wed","10","12","1","0","1","0","0","0","1637922","LINESTRING (-122.471878685281 37.750701063599, -122.473002684054 37.750651552618)"
"9279101","Monterey Blvd","Gennessee St  -  Ridgewood Ave","L","South","Thu 2nd & 4th","Thu","7","8","0","1","0","1","0","0","1619553","LINESTRING (-122.451146666684 37.731536847276, -122.451252578949 37.731491231935, -122.453330546379 37.731485542565, -122.453411343763 37.731530646827)"
"255000","04th St","Clementina St  -  Folsom St","L","NorthEast","Tuesday","Tues","0","2","1","1","1","1","1","0","1612903","LINESTRING (-122.401696203484 37.782452742955, -122.401159718962 37.782024266796)"
"13156201","Van Ness Ave","Bush St  -  Austin St","R","East","Friday","Fri","2","6","1","1","1","1","1","0","1639992","LINESTRING (-122.42194858465 37.78848964293, -122.421864941115 37.78859592935, -122.421940374296 37.788968774327)"
"11686000","Scott St","Oak St  -  Fell St","R","East","Wednesday","Wed","12","14","1","1","1","1","1","0","1621500","LINESTRING (-122.435751499209 37.773345712442, -122.435940328612 37.774276678315)"
"481000","10th St","Stevenson St  -  Jessie St","R","SouthWest","Thursday","Thu","2","6","1","1","1","1","1","0","1642663","LINESTRING (-122.416915852858 37.776075774103, -122.416525136359 37.775764144344)"
"2738000","Barneveld Ave","Palou Ave  -  Apparel Way","R","NorthWest","Wednesday","Wed","0","6","1","1","1","1","1","0","1633769","LINESTRING (-122.403610744672 37.741475724895, -122.403794673359 37.741272575565, -122.40392005116 37.741065944579)"
"2733000","Barneveld Ave","Hale St  -  Silver Ave","L","East","Tuesday","Tues","7","8","1","1","1","1","1","0","1622679","LINESTRING (-122.407024067574 37.732621901483, -122.40676371623 37.732082669334)"
"3724000","Carrizal St","Velasco Ave  -  Parque Dr","R","West","Monday","Mon","8","11","1","1","1","1","1","0","1629520","LINESTRING (-122.420201799946 37.710187039596, -122.420321538904 37.709912211674)"
"10154000","Pacific Ave","Webster St  -  Fillmore St","R","North","Tue 1st & 3rd","Tues","12","14","1","0","1","0","0","0","1630308","LINESTRING (-122.433088416889 37.793557554022, -122.434733664087 37.793347285466)"
"1058000","20th St","Lexington St  -  Valencia St","L","South","Wednesday","Wed","6","8","1","1","1","1","1","0","1646869","LINESTRING (-122.420506832267 37.758544721207, -122.421271728665 37.758498508686)"
"4116000","Clay St","Divisadero St  -  Broderick St","R","North","Thu 1st & 3rd","Thu","10","12","1","0","1","0","0","0","1637082","LINESTRING (-122.440805572773 37.789872296611, -122.442476421035 37.789662960528)"
"13151102","Van Ness Ave","Olive St  -  O'Farrell St","L","West","Tuesday","Tues","2","6","1","1","1","1","1","0","1617650","LINESTRING (-122.42117098682 37.784283291565, -122.421242649551 37.784635212004, -122.421192974629 37.7847534462)"
"7278000","Irving St","Arguello Blvd  -  02nd Ave","L","South","Tue 2nd & 4th","Tues","7","8","0","1","0","1","0","0","1638433","LINESTRING (-122.457700034382 37.764549766048, -122.457821273797 37.764409426203, -122.458815067681 37.764365859224)"
"9428000","Mount Vernon Ave","Cayuga Ave  -  Delano Ave","R","NorthEast","Friday","Fri","8","10","1","1","1","1","1","0","1600208","LINESTRING (-122.445807538119 37.717080228822, -122.446518339857 37.717647981324, -122.446616959605 37.717696406206)"
"12869000","Union St","Charlton Ct  -  Buchanan St","R","North","Fri 1st & 3rd","Fri","6","8","1","0","1","0","0","0","1598709","LINESTRING (-122.431437513802 37.797604475807, -122.43220428857 37.79750694941)"
"6710000","Harrison St","Beale St  -  Fremont St","L","SouthEast","Tuesday","Tues","0","2","1","1","1","1","1","0","1607923","LINESTRING (-122.391179658383 37.787455187173, -122.392052963061 37.786765483505)"
"12554201","The Embarcadero","Washington St  -  Broadway","L","SouthWest","Tuesday","Tues","0","2","1","1","1","1","1","1","1624874","LINESTRING (-122.395405270407 37.796682895937, -122.395360657878 37.796855296045, -122.396423589598 37.798013223406, -122.397473883097 37.799198943827, -122.397669948657 37.799234483026)"
"13161201","Van Ness Ave","Washington St  -  Jackson St","R","East","Monday","Mon","2","6","1","1","1","1","1","0","1640022","LINESTRING (-122.422871202196 37.793050003145, -122.422787456626 37.793156210161, -122.422927595746 37.793854861824, -122.423048803504 37.793935005154)"
"13372000","Waller St","Central Ave  -  Masonic Ave","R","North","Tuesday","Tues","8","10","1","1","1","1","1","0","1636039","LINESTRING (-122.443461440976 37.769496998081, -122.445105981882 37.769284228758)"
"5175000","Ellis St","Leavenworth St  -  Cohen Pl","R","North","Sunday","Sun","6","8","1","1","1","1","1","0","1643286","LINESTRING (-122.41443019869 37.784657140749, -122.414778472775 37.784612949291)"
"12779000","Ulloa St","Waithman Way  -  Kensington Way","R","North","Mon 1st & 3rd","Mon","9","11","1","0","1","0","0","0","1598660","LINESTRING (-122.456780076534 37.742148947146, -122.456929205185 37.742101851576, -122.457872346565 37.741625388597, -122.458884656071 37.741062697595, -122.459035212507 37.741014114968, -122.459297414179 37.741016065697, -122.459696237962 37.741055024907, -122.459839948391 37.741061124689)"
